,Код продукта,Название продукта,Бренд,Срок годности,Количество в упаковке,Единица измерения,Вес упаковки,Цена,Категория,Длина упаковки,Ширина упаковки,Высота упаковки
727,NLI-20366,"Nature's Life, Таурин в порошке, без добавок, 335 г",Nature's Life,Not provided,334.808,г,0.41,2 684 ₽,Аминокислоты,9.4,9.4,9.3
728,CAL-79459,"KAL, L-таурин, 500 мг, 60 таблеток",KAL,05.2027,60,шт.,0.11,1 761 ₽,Аминокислоты,10.9,4.8,4.8
729,NCS-93382,"Nutricost, таурин, без добавок, 500 г (1,1 фунта)",Nutricost,06.2026,504,г,0.61,3 346 ₽,Аминокислоты,13.5,11.3,11.3
730,PMF-96771,"Primaforce, Таурин, 1000 мг, 180 капсул",Primaforce,07.2026,180,шт.,0.23,2 915 ₽,Аминокислоты,13.5,7.1,7.1
731,NCS-57083,"Nutricost, таурин, без добавок, 250 г (8,9 унции)",Nutricost,11.2026,252,г,0.32,2 437 ₽,Аминокислоты,11.6,9.3,9.1
732,SNS-00166,"Source Naturals, Порошок таурина, 3.53 унций (100 г)",Source Naturals,Not provided,100,г,0.14,1 376 ₽,Аминокислоты,6.1,6.1,11.2
733,NOW-00143,"NOW Foods, таурин двойной концентрации, 1000 мг, 250 растительных капсул",NOW Foods,11.2027,250,шт.,0.36,3 087 ₽,Аминокислоты,16,8.4,8.4
734,CAR-69400,"Carlson, таурин, 1000 мг, 100 капсул",Carlson,Not provided,100,шт.,0.16,2 530 ₽,Аминокислоты,11.2,6.4,6.4
735,NOW-00140,"NOW Foods, таурин, 500 мг, 100 растительных капсул",NOW Foods,11.2027,100,шт.,0.11,1 231 ₽,Аминокислоты,10.9,5.1,5.1
736,NCS-67497,"Nutricost, таурин, 1000 мг, 240 капсул",Nutricost,11.2026,240,шт.,0.32,2 909 ₽,Аминокислоты,13.5,8.1,8.1
737,KIM-02024,"Kirkman Labs, таурин, 325 мг, 250 капсул",Kirkman Labs,01.2026,250,шт.,0.11,6 526 ₽,Аминокислоты,11,6.1,5.8
738,LEX-13330,"Life Extension, таурин в порошке, 300 г (10,58 унции)",Life Extension,10.2025,300,г,0.34,2 764 ₽,Аминокислоты,13.6,7.2,7.1
739,LEX-18279,"Life Extension, Таурин, 1000 мг, 90 вегетарианских капсул",Life Extension,11.2025,90,шт.,0.14,1 896 ₽,Аминокислоты,11.8,6.4,6.4
740,AMX-22678,"ALLMAX, Таурин, без добавок, веганский продукт без глютена, 3000 мг, 400 г (14,11 унций)",ALLMAX,05.2025,400.011,г,0.48,3 489 ₽,Аминокислоты,14.7,9.4,9.4
741,NOW-00260,"NOW Foods, Таурин, чистый порошок, 227 г (8 унций)",NOW Foods,09.2026,227,г,0.27,2 114 ₽,Аминокислоты,12.2,7.1,7.1
742,CGN-01133,"California Gold Nutrition, L-таурин, AjiPure, 1000 мг, 60 растительных капсул",California Gold Nutrition,12.2025,60,шт.,0.09,1 733 ₽,Аминокислоты,9.7,5.2,5.1
743,SOL-02702,"Solgar, таурин, 500 мг, 250 растительных капсул",Solgar,Not provided,250,шт.,0.46,3 709 ₽,Аминокислоты,7.6,7.6,13.7
744,CAR-06945,"Carlson, Таурин в порошке, 100 г (3,53 унции)",Carlson,03.2025,100,г,0.14,1 659 ₽,Аминокислоты,7.9,7.2,7.2
745,SNS-01646,"Source Naturals, Serene Science, L-теанин, 200 мг, 60 капсул",Source Naturals,10.2027,60,шт.,0.05,4 267 ₽,Аминокислоты,5.1,5.1,8.9
746,NFS-04830,"Natural Factors, Stress-Relax, Suntheanine, L-теанин, 250 мг, 60 вегетарианских капсул (125 мг в 1 капсуле)",Natural Factors,08.2027,60,шт.,0.05,3 335 ₽,Аминокислоты,10,5.5,5.5
747,CLF-01412,"Country Life, L-теанин, 200 мг, 60 растительных капсул",Country Life,06.2026,60,шт.,0.13,5 018 ₽,Аминокислоты,8.9,5,5
748,CAL-40757,"KAL, L-теанин, ананас, 25 мг, 120 микротаблеток",KAL,01.2027,120,шт.,0.05,2 110 ₽,Аминокислоты,10.9,5,5
749,NAP-05168,"NaturesPlus, Pro, Suntheanine L-теанин 200, 100 мг, 60 капсул",NaturesPlus,08.2027,60,шт.,0.05,3 424 ₽,Аминокислоты,9.9,5.7,5.5
750,SWV-02816,"Swanson, Suntheanine, L-теанин, 200 мг, 60 растительных капсул",Swanson,05.2025,60,шт.,0.06,3 109 ₽,Аминокислоты,8.8,4.4,4.6
751,SOR-13173,"Solaray, L-теанин с зеленым чаем, 200 мг, 90 вегетарианских капсул",Solaray,03.2027,90,шт.,0.07,7 823 ₽,Аминокислоты,10.9,5,5
752,NSK-45253,"Natural Stacks, Smart Caffeine с L-теанином, 60 веганских капсул",Natural Stacks,08.2026,60,шт.,0.05,3 484 ₽,Аминокислоты,8.8,4.6,4.6
753,NOW-00147,"NOW Foods, L-теанин, двойной концентрации, 200 мг, 60 растительных капсул",NOW Foods,02.2028,60,шт.,0.05,2 903 ₽,Аминокислоты,8.9,4.7,4.6
754,OGK-25058,"Organika, L-Theanine, 225 mg, 90 Vegetarian Capsules",Organika,10.2027,90,шт.,0.06,2 311 ₽,Аминокислоты,5.2,5.2,9.5
755,CAL-27691,"KAL, ГАМК, L-теанин, таблетки Stress B, натуральный аромат манго и танжерина, 100 таблеток",KAL,11.2026,100,шт.,0.08,2 444 ₽,Аминокислоты,5,5,10.7
756,JRW-15050,"Jarrow Formulas, теанин 100, 100 мг, 60 вегетарианских капсул",Jarrow Formulas,07.2025,60,шт.,0.02,2 645 ₽,Аминокислоты,8.4,4.6,4.4
757,SRE-01226,"Sports Research, L-теанин и кофеин с маслом MCT, 60 капсул",Sports Research,08.2026,60,шт.,0.11,3 957 ₽,Аминокислоты,9.3,5.2,5.2
758,EVL-02741,"EVLution Nutrition, L-теанин, 200 мг, 60 растительных капсул",EVLution Nutrition,07.2025,60,шт.,0.07,1 402 ₽,Аминокислоты,11,5.7,5.7
759,LFB-73053,"Lifeable, L-теанин с гинкго билоба, жевательные мармеладки, натуральная малина, 60 жевательных таблеток",Lifeable,12.2024,60,шт.,0.23,2 739 ₽,Аминокислоты,11.6,6.4,6.4
760,NOW-00148,"NOW Foods, L-теанин двойной силы, 200 мг, 120 вегетарианских капсул",NOW Foods,02.2028,120,шт.,0.08,4 148 ₽,Аминокислоты,11.2,5.8,5.8
761,NAP-05166,"NaturesPlus, Pro L-теанин 200, 200 мг, 60 капсул",NaturesPlus,08.2027,60,шт.,0.05,1 650 ₽,Аминокислоты,9.9,5.5,5.5
762,NBG-10268,"Nutra BioGenesis, Stress Factors`` 60 капсул",Nutra BioGenesis,08.2025,60,шт.,0.07,5 819 ₽,Аминокислоты,11.3,6.4,6.2
763,PRT-10147,"Protocol for Life Balance, L-теанин, 200 мг, 60 растительных капсул",Protocol for Life Balance,06.2027,60,шт.,0.05,4 455 ₽,Аминокислоты,4.6,4.6,8.9
764,APF-00040,"Advance Physician Formulas, L-теанин, 200 мг, 60 капсул",Advance Physician Formulas,10.2025,60,шт.,0.05,2 138 ₽,Аминокислоты,8.4,4.6,4.4
765,SOR-04992,"Solaray, L-теанин с зеленым чаем, 200 мг, 45 вегетарианских капсул",Solaray,03.2027,45,шт.,0.05,3 198 ₽,Аминокислоты,10.9,5,5
766,NTL-07635,"Natrol, Relax +, Day Calm, фруктовый пунш, 60 жевательных таблеток",Natrol,Not provided,60,шт.,0.21,2 762 ₽,Аминокислоты,10.2,7.6,7.6
767,EMT-09550,"Nature's Way, L-теанин, 200 мг, 180 растительных капсул (100 мг в 1 капсуле)",Nature's Way,08.2026,180,шт.,0.09,6 057 ₽,Аминокислоты,6.1,6.1,11.4
768,DVI-21323,"DaVinci Laboratories of Vermont, L-теанин, 200 мг, 30 капсул",DaVinci Laboratories of Vermont,06.2025,30,шт.,0.02,4 566 ₽,Аминокислоты,8.3,4.4,4.3
769,FCD-02859,"fitcode, L-теанин, 200 мг, 60 растительных капсул",fitcode,05.2025,60,шт.,0.07,1 491 ₽,Аминокислоты,11.2,5.8,5.6
770,MBM-00147,"Metabolic Maintenance, L-теанин, 200 мг, 120 капсул",Metabolic Maintenance,10.2025,120,шт.,0.17,11 433 ₽,Аминокислоты,10.2,5.5,5.6
771,CLF-01414,"Country Life, L-теанин, 100 мг, 60 жевательных таблеток",Country Life,11.2024,60,шт.,0.25,4 089 ₽,Аминокислоты,12.1,6.4,6.4
772,SWV-02110,"Swanson, Suntheanine, L-теанин, 100 мг, 60 растительных капсул",Swanson,03.2025,60,шт.,0.07,2 246 ₽,Аминокислоты,8.9,4.7,4.6
773,VMC-47127,"Vitamatic, Кофеин и L-теанин, 120 таблеток",Vitamatic,09.2026,120,шт.,0.11,3 065 ₽,Аминокислоты,11,5.6,5.6
774,NFS-02837,"Natural Factors, Stress-Relax, Suntheanine L-теанин, 200 мг, 120 жевательных таблеток (100 мг в 1 таблетке)",Natural Factors,09.2027,120,шт.,0.29,6 006 ₽,Аминокислоты,12.2,7.7,7.7
775,MBM-00146,"Metabolic Maintenance, L-теанин, 100 мг, 60 капсул",Metabolic Maintenance,10.2025,60,шт.,0.14,5 900 ₽,Аминокислоты,9.7,5.2,5.2
776,NOW-00145,"NOW Foods, L-теанин, 100 мг, 90 растительных капсул",NOW Foods,09.2026,90,шт.,0.08,2 520 ₽,Аминокислоты,10.7,5.1,5.1
777,NFS-02832,"Natural Factors, Stress-Relax, Suntheanine, L-теанин, 200 мг, 60 жевательных таблеток (100 мг в 1 таблетке)",Natural Factors,06.2027,60,шт.,0.16,3 335 ₽,Аминокислоты,11.7,6.9,6.7
778,AOR-08341,"Advanced Orthomolecular Research AOR, Zen Theanine, 120 капсул",Advanced Orthomolecular Research AOR,02.2025,120,шт.,0.07,7 291 ₽,Аминокислоты,9.7,5.2,5.1
779,DVI-01462,"DaVinci Laboratories of Vermont, Липосомальный L-теанин, фруктовый пунш, 30 мл (1 жидк. Унция)",DaVinci Laboratories of Vermont,09.2024,30,мл,0.09,7 198 ₽,Аминокислоты,11,3.2,3.2
780,NHP-50069,"NutraChamps, L-теанин, 200 мг, 60 растительных капсул",NutraChamps,07.2025,60,шт.,0.08,3 059 ₽,Аминокислоты,11,5.8,5.7
781,RVI-68949,"Revive, Suntheanine, 60 вегетарианских капсул",Revive,06.2025,60,шт.,0.05,4 125 ₽,Аминокислоты,8.9,4.6,4.6
782,LSE-00264,"LifeSeasons, Mood Stabili-T, добавка для поддержки хорошего настроения, 60 вегетарианских капсул",LifeSeasons,12.2026,60,шт.,0.07,5 740 ₽,Аминокислоты,12.2,5.2,5.6
783,SNS-01775,"Source Naturals, Serene Science, Theanine Serene, 60 таблеток",Source Naturals,12.2026,60,шт.,0.13,2 262 ₽,Аминокислоты,5.6,5.6,9.9
784,DRB-00197,"Doctor's Best, L-теанин с Suntheanine, 150 мг, 90 вегетарианских капсул",Doctor's Best,02.2026,90,шт.,0.05,3 519 ₽,Аминокислоты,9.9,5.2,5.2
785,DVI-21326,"DaVinci Laboratories of Vermont, L-теанин, 200 мг, 60 капсул",DaVinci Laboratories of Vermont,06.2025,60,шт.,0.05,7 478 ₽,Аминокислоты,8.3,4.4,4.3
786,NLF-18313,"NutraLife, L-теанин, 200 мг, 60 капсул",NutraLife,11.2026,60,шт.,0.05,1 948 ₽,Аминокислоты,9.4,5.3,5.3
787,PHV-41044,"ProHealth Longevity, L-теанин успокаивающий, 60 капсул",ProHealth Longevity,09.2025,60,шт.,0.07,3 281 ₽,Аминокислоты,10,5.6,5.6
788,SNS-01772,"Source Naturals, Serene Science, Theanine Seren, теанин с комплексом Relora, 60 таблеток",Source Naturals,10.2027,60,шт.,0.13,2 410 ₽,Аминокислоты,9.9,5.6,5.6
789,NRB-24516,"NutraBio, L-теанин, 200 мг, 90 капсул",NutraBio,10.2025,90,шт.,0.05,3 960 ₽,Аминокислоты,9.7,5.2,5.1
790,DVI-21321,"DaVinci Laboratories of Vermont, L-теанин, 200 мг, 120 капсул",DaVinci Laboratories of Vermont,01.2025,120,шт.,0.07,12 223 ₽,Аминокислоты,9.7,5.2,5.2
791,JRW-15057,"Jarrow Formulas, Теанин 200, 200 мг, 60 вегетарианских капсул",Jarrow Formulas,06.2025,60,шт.,0.05,4 002 ₽,Аминокислоты,8.4,4.6,4.6
792,LEX-24293,"Life Extension, Theanine XR Stress Relief, 30 вегетарианских таблеток",Life Extension,11.2025,30,шт.,0.05,3 630 ₽,Аминокислоты,4.6,4.6,9.1
793,SNS-01499,"Source Naturals, L-теанин, 200 мг, 60 таблеток",Source Naturals,09.2026,60,шт.,0.07,4 124 ₽,Аминокислоты,4.6,4.6,8.4
794,CAL-83777,"KAL, L-теанин, 100 мг, 30 таблеток",KAL,04.2027,30,шт.,0.05,2 110 ₽,Аминокислоты,10.9,5,5
795,SOR-08861,"Solaray, Total Calm with Relora, 30 растительных капсул",Solaray,03.2027,30,шт.,0.02,3 489 ₽,Аминокислоты,10.9,5,5
796,NHP-99968,"NutraChamps, Focused Energy, 60 Easy-to-Swallow Veggie Capsules",NutraChamps,11.2025,60,шт.,0.1,3 484 ₽,Аминокислоты,6.2,6.2,11.6
797,FOA-66040,"Force Factor, L-теанин, повышенная сила действия, 200 мг, 60 вегетарианских капсул",Force Factor,07.2026,60,шт.,0.05,1 412 ₽,Аминокислоты,10.5,5,5
798,SOL-02706,"Solgar, L-теанин, в свободной форме, 150 мг, 60 растительных капсул",Solgar,Not provided,60,шт.,0.11,4 371 ₽,Аминокислоты,4.6,4.6,8.1
799,PAR-77894,"Paradise Herbs, Sun Theanine, 200 mg, 90 Vegetarian Capsules",Paradise Herbs,06.2025,90,шт.,0.05,5 102 ₽,Аминокислоты,9.5,5.3,5.2
800,NLI-18251,"Nature's Life, L-теанин, 400 мг, 60 вегетарианских капсул (200 мг в 1 капсуле)",Nature's Life,02.2027,60,шт.,0.05,5 102 ₽,Аминокислоты,10.5,5,4.8
801,THR-50801,"Thorne, Теанин, 90 вегетарианских капсул",Thorne,11.2026,90,шт.,0.05,10 290 ₽,Аминокислоты,5.1,5.1,9.7
802,EMT-09556,"Nature's Way, L-теанин, 200 мг, 60 веганских капсул (100 мг в 1 капсуле)",Nature's Way,12.2026,60,шт.,0.05,2 535 ₽,Аминокислоты,10.7,5.1,5.1
803,LEX-16836,"Life Extension, L-теанин, 100 мг, 60 растительных капсул",Life Extension,10.2025,60,шт.,0.05,3 211 ₽,Аминокислоты,5,5,10.9
804,NOW-00144,"NOW Foods, L-теанин в жевательных таблетках, 100 мг, 90 жевательных таблеток",NOW Foods,09.2026,90,шт.,0.07,2 714 ₽,Аминокислоты,8.9,4.6,4.6
805,JRW-32008,"Jarrow Formulas, жевательные конфеты с теанином, без сахара, яблочный вкус, 100 мг, 60 жевательных таблеток",Jarrow Formulas,Not provided,60,шт.,0.18,3 941 ₽,Аминокислоты,11,6.1,5.8
806,VSI-01826,"The Vitamin Shoppe, L-теанин, 100 мг, 60 растительных капсул",The Vitamin Shoppe,Not provided,60,шт.,0.04,3 210 ₽,Аминокислоты,7.7,4.2,4.1
807,VSI-02760,"The Vitamin Shoppe, L-теанин, 200 мг, 60 растительных капсул",The Vitamin Shoppe,Not provided,60,шт.,0.04,4 779 ₽,Аминокислоты,7.7,4.2,4.2
808,CGN-01241,"California Gold Nutrition, TheanineUP, сфокусированная энергия, L-теанин и кофеин, 60 растительных капсул",California Gold Nutrition,Not provided,60,шт.,0.05,1 980 ₽,Аминокислоты,9.9,5.6,5.3
809,NOW-00262,"NOW Foods, L-теанин, чистый порошок, 28 г (1 унция)",NOW Foods,09.2025,28,г,0.05,3 802 ₽,Аминокислоты,8.1,4.6,4.6
810,CGN-01243,"California Gold Nutrition, L-теанин, с AlphaWave, 100 мг, 60 растительных капсул",California Gold Nutrition,11.2026,60,шт.,0.05,1 839 ₽,Аминокислоты,9.1,5.1,5
811,CGN-01244,"California Gold Nutrition, L-теанин, с AlphaWave, 100 мг, 30 растительных капсул",California Gold Nutrition,Not provided,30,шт.,0.02,1 007 ₽,Аминокислоты,8.5,4.4,4.4
812,CLF-01456,"Country Life, L-тирозин, 500 мг, 100 растительных капсул",Country Life,06.2026,100,шт.,0.23,3 025 ₽,Аминокислоты,11.2,6.1,6
813,NCS-93747,"Nutricost, L-тирозин, без добавок, 250 г (8,8 унции)",Nutricost,11.2026,250,г,0.34,3 346 ₽,Аминокислоты,14.9,9.3,9.1
814,SWV-07038,"Swanson, Thyroid Essentials, 90 капсул",Swanson,01.2026,90,шт.,0.13,2 007 ₽,Аминокислоты,11,5.6,5.8
815,VNU-50811,"Vital Nutrients, тирозин и витамины группы B, 100 растительных капсул",Vital Nutrients,02.2025,100,шт.,0.11,4 110 ₽,Аминокислоты,12.7,6.4,6.4
816,NCA-38617,"Nature's Craft, L-тирозин, 500 мг, 120 капсул",Nature's Craft,10.2026,120,шт.,0.14,1 938 ₽,Аминокислоты,11.2,6.4,6.4
817,NOW-00165,"NOW Foods, L-тирозин, с повышенной силой действия, 750 мг, 90 растительных капсул",NOW Foods,02.2027,90,шт.,0.14,2 321 ₽,Аминокислоты,11.2,6.4,6.4
818,NRB-23290,"NutraBio, L-тирозин, 150 г (5,3 унции)",NutraBio,10.2025,5.3,Not provided,0.2,2 762 ₽,Аминокислоты,9.5,9.1,9.1
819,BRD-00325,"BrainMD, тирозин, 120 капсул",BrainMD,11.2024,120,шт.,0.11,3 622 ₽,Аминокислоты,11.7,6.4,6.2
820,NCS-57013,"Nutricost, L-тирозин, без добавок, 500 г (17,9 унции)",Nutricost,07.2026,504,г,0.61,4 772 ₽,Аминокислоты,19.6,17.1,12.8
821,VSI-01383,"The Vitamin Shoppe, L-тирозин, 500 мг, 100 капсул",The Vitamin Shoppe,09.2025,100,шт.,0.09,3 489 ₽,Аминокислоты,10,5.6,5.5
822,DRB-00316,"Doctor's Best, Best, L-тирозин, 500 мг, 120 вегетарианских капсул",Doctor's Best,05.2025,120,шт.,0.11,2 057 ₽,Аминокислоты,6.1,6.1,11.2
823,CGN-01135,"California Gold Nutrition, L-тирозин, AjiPure, 500 мг, 60 растительных капсул",California Gold Nutrition,Not provided,60,шт.,0.05,2 249 ₽,Аминокислоты,9.4,5.1,5.1
824,AMN-02352,"Amazing Nutrition, L-тирозин, 500 мг, 180 капсул",Amazing Nutrition,09.2026,180,шт.,0.17,2 477 ₽,Аминокислоты,13.1,8,7.9
825,NFS-02803,"Natural Factors, L-тирозин, 500 мг, 60 вегетарианских капсул",Natural Factors,06.2027,60,шт.,0.08,1 393 ₽,Аминокислоты,10.7,6.1,6
826,JRW-15001,"Jarrow Formulas, L-тирозин, 500 мг, 100 капсул",Jarrow Formulas,08.2025,100,шт.,0.09,2 465 ₽,Аминокислоты,11.4,6.2,6.2
827,NOW-00162,"NOW Foods, L-тирозин, 500 мг, 120 капсул",NOW Foods,10.2027,120,шт.,0.11,1 901 ₽,Аминокислоты,11.2,6.1,6.1
828,NOW-00265,"NOW Foods, L-тирозин, чистый порошок, 113 г (4 унции)",NOW Foods,08.2026,113,г,0.16,3 087 ₽,Аминокислоты,6.7,6.7,12.1
829,FOA-66041,"Force Factor, L-тирозин, 1000 мг, 120 растительных капсул (500 мг в 1 капсуле)",Force Factor,10.2026,120,шт.,0.14,1 781 ₽,Аминокислоты,11.3,6.4,6.2
830,SNS-00187,"Source Naturals, L-тирозин, порошок произвольной формы, 3.53 унций (100 г)",Source Naturals,04.2025,100,г,0.16,2 700 ₽,Аминокислоты,6.9,6.9,13.7
831,SWV-01855,"Swanson, L-тирозин, 500 мг, 100 капсул",Swanson,08.2025,100,шт.,0.11,1 903 ₽,Аминокислоты,11,5.8,5.7
832,EUR-25502,"Terry Naturally, Thyroid Care, 120 капсул",Terry Naturally,06.2026,120,шт.,0.14,5 289 ₽,Аминокислоты,13.8,7,7
833,SOR-04990,"Solaray, L-тирозин, 500 мг, 50 вегетарианских капсул",Solaray,03.2027,50,шт.,0.05,1 517 ₽,Аминокислоты,10.9,5,5
834,PMF-97575,"Primaforce, L-тирозин, 500 мг, 180 капсул",Primaforce,09.2026,180,шт.,0.18,2 762 ₽,Аминокислоты,13.5,7.2,7.1
835,SOR-04991,"Solaray, L-тирозин, 500 мг, 100 растительных капсул",Solaray,07.2025,100,шт.,0.09,3 351 ₽,Аминокислоты,10.9,4.8,4.8
836,SNS-00190,"Source Naturals, L-тирозин, 500 мг, 100 таблеток",Source Naturals,03.2026,100,шт.,0.18,1 894 ₽,Аминокислоты,6.1,6.1,11.2
837,MTB-50180,"Metabolic Nutrition, L-тирозин, чистый фармацевтический продукт, 90 капсул",Metabolic Nutrition,06.2025,90,шт.,0.09,2 110 ₽,Аминокислоты,12.8,6.4,6.4
838,SNS-00161,"Source Naturals, L-фенилаланин, 500 мг, 100 таблеток (250 мг в 1 таблетке)",Source Naturals,06.2027,100,шт.,0.09,1 776 ₽,Аминокислоты,5.1,5.1,8.9
839,SNS-00165,"Source Naturals, DLPA (DL-фенилаланин), 750 мг, 60 таблеток",Source Naturals,12.2026,60,шт.,0.11,2 460 ₽,Аминокислоты,5.1,5.1,9.1
840,SOR-04871,"Solaray, DLPA, DL-фенилаланин, 500 мг, 60 растительных капсул",Solaray,05.2027,60,шт.,0.07,3 065 ₽,Аминокислоты,10.9,5,5
841,LEX-16711,"Life Extension, D, L-фенилаланин, 500 мг, 100 вегетарианских капсул",Life Extension,11.2025,100,шт.,0.11,2 646 ₽,Аминокислоты,11.6,5.8,5.7
842,CAL-12106,"KAL, DLPA (DL-фенилаланин), 750 мг, 60 таблеток",KAL,08.2027,60,шт.,0.11,3 629 ₽,Аминокислоты,10.9,5,5
843,SWV-01873,"Swanson, DL-фенилаланин, 500 мг, 100 капсул",Swanson,12.2025,100,шт.,0.09,2 025 ₽,Аминокислоты,11.2,5.8,5.8
844,SOR-04971,"Solaray, L-фенилаланин, 500 мг, 60 растительных капсул",Solaray,06.2027,60,шт.,0.07,1 960 ₽,Аминокислоты,10.9,5,4.8
845,CAR-07916,"Carlson, DLPA, DL-фенилаланин, 500 мг, 60 капсул",Carlson,08.2026,60,шт.,0.07,2 326 ₽,Аминокислоты,10.7,5,5
846,SNS-00163,"Source Naturals, DLPA, 375 мг, 120 таблеток",Source Naturals,06.2027,120,шт.,0.11,2 618 ₽,Аминокислоты,5.1,5.1,9.4
847,NOW-00132,"NOW Foods, L-фенилаланин, 500 мг, 120 растительных капсул",NOW Foods,11.2026,120,шт.,0.11,2 319 ₽,Аминокислоты,11.2,6.4,6.4
848,SOL-00962,"Solgar, L-цистеин, 500 мг, 90 растительных капсул",Solgar,10.2025,90,шт.,0.23,3 448 ₽,Аминокислоты,11.2,6.1,6.1
849,SNS-00120,"Source Naturals, L-цистеин, 100 г (3,53 унции)",Source Naturals,Not provided,100,г,0.14,3 321 ₽,Аминокислоты,5.1,5.1,9.7
850,BLB-00038,"Bluebonnet Nutrition, L-цистеин, 500 мг, 60 растительных капсул",Bluebonnet Nutrition,04.2025,60,шт.,0.18,3 544 ₽,Аминокислоты,5.3,5.3,10.2
851,CGN-01130,"California Gold Nutrition, AjiPure, L-цистеин, 500 мг, 60 растительных капсул",California Gold Nutrition,06.2025,60,шт.,0.06,3 243 ₽,Аминокислоты,9.4,5.1,5.1
852,LKN-02050,"Lake Avenue Nutrition, L-цистеин, 500 мг, 90 растительных капсул",Lake Avenue Nutrition,10.2024,90,шт.,0.09,2 192 ₽,Аминокислоты,9.7,5.2,5.2
853,SOR-04910,"Solaray, L-цистеин, 500 мг, 30 вегетарианских капсул",Solaray,05.2027,30,шт.,0.05,1 850 ₽,Аминокислоты,11,5,5
854,NLI-00363,"Nature's Life, L-цистеин, 500 мг, 100 капсул",Nature's Life,09.2026,100,шт.,0.11,3 629 ₽,Аминокислоты,11.6,6.4,6.2
855,SNS-02003,"Source Naturals, L-цитруллин, 1000 мг, 60 таблеток",Source Naturals,10.2027,60,шт.,0.11,3 530 ₽,Аминокислоты,5.6,5.6,10.2
856,EVL-02418,"EVLution Nutrition, L-Citrulline2000, 90 растительных капсул",EVLution Nutrition,05.2024,90,шт.,0.11,1 831 ₽,Аминокислоты,11.2,5.8,5.8
857,NKY-73406,"Nutrakey, L-цитруллин, 200 г (0,4 фунта)",Nutrakey,09.2025,181,г,0.27,4 125 ₽,Аминокислоты,11.4,9.1,9
858,MTB-13201,"Metabolic Nutrition, Цитруллин, без добавок, 300 г (10,58 унции)",Metabolic Nutrition,07.2026,300,г,0.36,4 453 ₽,Аминокислоты,15.7,8,7.9
859,PEC-19927,"PEScience, Prolific, перед тренировкой, со вкусом дыни и ягод, 280 г (9,88 унции)",PEScience,Not provided,280,г,0.34,5 898 ₽,Аминокислоты,9.1,9.3,9.3
860,VSI-02908,"The Vitamin Shoppe, L-цитруллин, 1000 мг, 120 растительных капсул (500 мг в 1 капсуле)",The Vitamin Shoppe,10.2025,120,шт.,0.11,4 453 ₽,Аминокислоты,11,6,5.8
861,NOW-00103,"NOW Foods, L-цитрулин, 750 мг, 180 капсул в растительной оболочке",NOW Foods,07.2026,180,шт.,0.25,5 201 ₽,Аминокислоты,13.7,7.6,7.6
862,AMN-02999,"Amazing Nutrition, L-цитруллин, 2000 мг, 120 таблеток (1000 мг в 1 таблетке)",Amazing Nutrition,Not provided,120,шт.,0.22,2 990 ₽,Аминокислоты,13.1,7.4,7.2
863,BDT-00184,"BodyTech, L-цитруллин, ферментированный, без вкусовых добавок, 180 г (6,35 унции)",BodyTech,Not provided,180,г,0.23,4 290 ₽,Аминокислоты,9.1,9.1,8.6
864,PMF-97397,"Primaforce, L-цитруллин, 2500 мг, 120 таблеток",Primaforce,12.2026,120,шт.,0.24,3 484 ₽,Аминокислоты,12.1,6.9,6.9
865,NCS-93220,"Nutricost, L-цитруллин малат 2:1 в порошке, со вкусом клубники и киви, 300 г (10,7 унции)",Nutricost,09.2026,302,г,0.36,3 484 ₽,Аминокислоты,11.8,11.7,9.3
866,EVL-02234,"EVLution Nutrition, PumpMode, Blue Raz, 258 г (9,1 унции)",EVLution Nutrition,Not provided,258,г,0.34,2 765 ₽,Аминокислоты,11.4,9.3,9.1
867,PMF-97399,"Primaforce, L-цитруллин, 2500 мг, 240 таблеток",Primaforce,10.2026,240,шт.,0.45,4 772 ₽,Аминокислоты,13.6,7.7,7.6
868,AXS-22595,"Axe & Sledge Supplements, Basics, цитруллин, без добавок, 200 г (7,05 унции)",Axe & Sledge Supplements,04.2025,200,г,0.27,4 290 ₽,Аминокислоты,11,9.1,9.1
869,SWV-02897,"Swanson, L-цитруллин, 850 мг, 60 растительных капсул",Swanson,10.2025,60,шт.,0.1,3 960 ₽,Аминокислоты,10.5,4.8,4.8
870,NKY-93274,"Nutrakey, L-цитруллин, 1500 мг, 90 капсул (750 мг в 1 капсуле)",Nutrakey,10.2025,90,шт.,0.11,3 712 ₽,Аминокислоты,11.3,6.4,6.4
871,NRB-23600,"NutraBio, L-цитруллин, аминокислота в свободной форме, 150 г (5,3 унции)",NutraBio,06.2025,150,г,0.18,3 795 ₽,Аминокислоты,9.5,9.1,9.1
872,BDT-00164,"BodyTech, L-цитруллин, ферментированный, без вкусовых добавок, 90 г (3,17 унции)",BodyTech,Not provided,90,г,0.11,3 065 ₽,Аминокислоты,7.2,7.1,6
873,EVL-02972,"EVLution Nutrition, L-цитруллин малат 2:1, без вкусовых добавок, 200 г (7,05 унции)",EVLution Nutrition,01.2027,200,г,0.25,2 695 ₽,Аминокислоты,9.5,9.3,9.1
874,IRW-40789,"Irwin Naturals, L-цитруллин + L-аргинин, бустер для мужчин, 60 желатиновых капсул",Irwin Naturals,02.2025,60,шт.,0.32,3 489 ₽,Аминокислоты,12.1,6.5,6.4
